params,feats,avg_loss,avg_acc
"{""n_estimators"": 300, ""max_depth"": 4, ""min_samples_leaf"": 4, ""max_features"": ""sqrt""}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.9531942332606274,0.578125
"{""n_estimators"": 200, ""max_depth"": 6, ""min_samples_leaf"": 8, ""max_features"": ""sqrt""}","['att_diff', 'mid_diff', 'def_diff']",0.9532755827011548,0.571875
"{""n_estimators"": 200, ""max_depth"": 6, ""min_samples_leaf"": 8, ""max_features"": 0.5}","['att_diff', 'mid_diff', 'def_diff']",0.9532755827011548,0.571875
"{""n_estimators"": 100, ""max_depth"": 4, ""min_samples_leaf"": 2, ""max_features"": 0.5}","['att_diff', 'mid_diff', 'def_diff', 'elo_rating_diff', 'fifa_rank_diff']",0.9533112104072892,0.575
"{""n_estimators"": 100, ""max_depth"": 4, ""min_samples_leaf"": 2, ""max_features"": ""sqrt""}","['att_diff', 'mid_diff', 'def_diff', 'elo_rating_diff', 'fifa_rank_diff']",0.9533112104072892,0.575
"{""n_estimators"": 200, ""max_depth"": 4, ""min_samples_leaf"": 4, ""max_features"": 0.5}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.9533505888625683,0.565625
"{""n_estimators"": 200, ""max_depth"": 4, ""min_samples_leaf"": 4, ""max_features"": ""sqrt""}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.9533505888625683,0.565625
"{""n_estimators"": 100, ""max_depth"": 4, ""min_samples_leaf"": 4, ""max_features"": ""sqrt""}","['att_diff', 'mid_diff', 'def_diff', 'elo_rating_diff', 'titles_diff']",0.9533939327351753,0.56875
"{""n_estimators"": 100, ""max_depth"": 4, ""min_samples_leaf"": 4, ""max_features"": 0.5}","['att_diff', 'mid_diff', 'def_diff', 'elo_rating_diff', 'titles_diff']",0.9533939327351753,0.56875
"{""n_estimators"": 200, ""max_depth"": 4, ""min_samples_leaf"": 8, ""max_features"": 0.5}","['att_diff', 'mid_diff', 'def_diff', 'elo_rating_diff', 'titles_diff']",0.9534173463558065,0.578125
"{""n_estimators"": 200, ""max_depth"": 4, ""min_samples_leaf"": 8, ""max_features"": ""sqrt""}","['att_diff', 'mid_diff', 'def_diff', 'elo_rating_diff', 'titles_diff']",0.9534173463558065,0.578125
"{""n_estimators"": 200, ""max_depth"": 6, ""min_samples_leaf"": 4, ""max_features"": ""sqrt""}","['att_diff', 'mid_diff', 'def_diff']",0.9534387089680754,0.55625
"{""n_estimators"": 200, ""max_depth"": 6, ""min_samples_leaf"": 4, ""max_features"": 0.5}","['att_diff', 'mid_diff', 'def_diff']",0.9534387089680754,0.55625
"{""n_estimators"": 200, ""max_depth"": 4, ""min_samples_leaf"": 2, ""max_features"": 0.5}","['att_diff', 'mid_diff', 'def_diff', 'elo_rating_diff', 'titles_diff', 'fifa_rank_diff']",0.9536770416784999,0.56875
"{""n_estimators"": 100, ""max_depth"": 4, ""min_samples_leaf"": 8, ""max_features"": ""sqrt""}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff', 'fifa_rank_diff']",0.953683502181868,0.575
"{""n_estimators"": 100, ""max_depth"": 4, ""min_samples_leaf"": 8, ""max_features"": 0.5}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff', 'fifa_rank_diff']",0.953683502181868,0.575
"{""n_estimators"": 100, ""max_depth"": 4, ""min_samples_leaf"": 1, ""max_features"": ""sqrt""}","['att_diff', 'mid_diff', 'def_diff', 'elo_rating_diff', 'titles_diff', 'fifa_rank_diff']",0.9537143035274751,0.575
"{""n_estimators"": 300, ""max_depth"": 4, ""min_samples_leaf"": 2, ""max_features"": 0.5}","['att_diff', 'mid_diff', 'def_diff', 'elo_rating_diff', 'titles_diff', 'fifa_rank_diff']",0.9538180074435699,0.56875
"{""n_estimators"": 200, ""max_depth"": 4, ""min_samples_leaf"": 4, ""max_features"": ""sqrt""}","['att_diff', 'mid_diff', 'def_diff', 'elo_rating_diff', 'titles_diff']",0.9538516287521599,0.571875
"{""n_estimators"": 200, ""max_depth"": 4, ""min_samples_leaf"": 4, ""max_features"": 0.5}","['att_diff', 'mid_diff', 'def_diff', 'elo_rating_diff', 'titles_diff']",0.9538516287521599,0.571875
"{""n_estimators"": 300, ""max_depth"": 8, ""min_samples_leaf"": 8, ""max_features"": 0.5}","['att_diff', 'mid_diff', 'def_diff']",0.9538677644834499,0.571875
"{""n_estimators"": 300, ""max_depth"": 8, ""min_samples_leaf"": 8, ""max_features"": ""sqrt""}","['att_diff', 'mid_diff', 'def_diff']",0.9538677644834499,0.571875
"{""n_estimators"": 300, ""max_depth"": null, ""min_samples_leaf"": 8, ""max_features"": ""sqrt""}","['att_diff', 'mid_diff', 'def_diff']",0.9540504689851901,0.571875
"{""n_estimators"": 300, ""max_depth"": null, ""min_samples_leaf"": 8, ""max_features"": 0.5}","['att_diff', 'mid_diff', 'def_diff']",0.9540504689851901,0.571875
"{""n_estimators"": 300, ""max_depth"": 4, ""min_samples_leaf"": 8, ""max_features"": ""sqrt""}","['att_diff', 'mid_diff', 'def_diff', 'elo_rating_diff', 'titles_diff']",0.9542860902372325,0.575
"{""n_estimators"": 300, ""max_depth"": 4, ""min_samples_leaf"": 8, ""max_features"": 0.5}","['att_diff', 'mid_diff', 'def_diff', 'elo_rating_diff', 'titles_diff']",0.9542860902372325,0.575
"{""n_estimators"": 100, ""max_depth"": 6, ""min_samples_leaf"": 2, ""max_features"": ""sqrt""}","['att_diff', 'mid_diff', 'def_diff']",0.9543328405071143,0.559375
"{""n_estimators"": 100, ""max_depth"": 6, ""min_samples_leaf"": 2, ""max_features"": 0.5}","['att_diff', 'mid_diff', 'def_diff']",0.9543328405071143,0.559375
"{""n_estimators"": 200, ""max_depth"": 4, ""min_samples_leaf"": 2, ""max_features"": 0.5}","['att_diff', 'mid_diff', 'def_diff', 'elo_rating_diff', 'fifa_rank_diff']",0.9544534229822697,0.56875
"{""n_estimators"": 200, ""max_depth"": 4, ""min_samples_leaf"": 2, ""max_features"": ""sqrt""}","['att_diff', 'mid_diff', 'def_diff', 'elo_rating_diff', 'fifa_rank_diff']",0.9544534229822697,0.56875
"{""n_estimators"": 300, ""max_depth"": 4, ""min_samples_leaf"": 4, ""max_features"": ""sqrt""}","['att_diff', 'mid_diff', 'def_diff', 'elo_rating_diff', 'titles_diff']",0.9544671631328603,0.565625
"{""n_estimators"": 300, ""max_depth"": 4, ""min_samples_leaf"": 4, ""max_features"": 0.5}","['att_diff', 'mid_diff', 'def_diff', 'elo_rating_diff', 'titles_diff']",0.9544671631328603,0.565625
"{""n_estimators"": 200, ""max_depth"": 8, ""min_samples_leaf"": 8, ""max_features"": ""sqrt""}","['att_diff', 'mid_diff', 'def_diff']",0.9545007635786312,0.571875
"{""n_estimators"": 200, ""max_depth"": 8, ""min_samples_leaf"": 8, ""max_features"": 0.5}","['att_diff', 'mid_diff', 'def_diff']",0.9545007635786312,0.571875
"{""n_estimators"": 300, ""max_depth"": 4, ""min_samples_leaf"": 2, ""max_features"": 0.5}","['att_diff', 'mid_diff', 'def_diff', 'elo_rating_diff']",0.9545156105099999,0.5625
"{""n_estimators"": 300, ""max_depth"": 4, ""min_samples_leaf"": 2, ""max_features"": ""sqrt""}","['att_diff', 'mid_diff', 'def_diff', 'elo_rating_diff']",0.9545156105099999,0.5625
"{""n_estimators"": 300, ""max_depth"": 6, ""min_samples_leaf"": 4, ""max_features"": ""sqrt""}","['att_diff', 'mid_diff', 'def_diff']",0.9545334951742823,0.55625
"{""n_estimators"": 300, ""max_depth"": 6, ""min_samples_leaf"": 4, ""max_features"": 0.5}","['att_diff', 'mid_diff', 'def_diff']",0.9545334951742823,0.55625
"{""n_estimators"": 200, ""max_depth"": null, ""min_samples_leaf"": 8, ""max_features"": 0.5}","['att_diff', 'mid_diff', 'def_diff']",0.9545800994308202,0.571875
"{""n_estimators"": 200, ""max_depth"": null, ""min_samples_leaf"": 8, ""max_features"": ""sqrt""}","['att_diff', 'mid_diff', 'def_diff']",0.9545800994308202,0.571875
"{""n_estimators"": 300, ""max_depth"": 4, ""min_samples_leaf"": 8, ""max_features"": 0.5}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.9546729073303251,0.58125
"{""n_estimators"": 300, ""max_depth"": 4, ""min_samples_leaf"": 8, ""max_features"": ""sqrt""}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.9546729073303251,0.58125
"{""n_estimators"": 100, ""max_depth"": 4, ""min_samples_leaf"": 4, ""max_features"": ""sqrt""}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff', 'fifa_rank_diff']",0.9546845552997654,0.578125
"{""n_estimators"": 100, ""max_depth"": 4, ""min_samples_leaf"": 4, ""max_features"": 0.5}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff', 'fifa_rank_diff']",0.9546845552997654,0.578125
"{""n_estimators"": 200, ""max_depth"": 6, ""min_samples_leaf"": 2, ""max_features"": ""sqrt""}","['att_diff', 'mid_diff', 'def_diff']",0.954698895785753,0.553125
"{""n_estimators"": 200, ""max_depth"": 6, ""min_samples_leaf"": 2, ""max_features"": 0.5}","['att_diff', 'mid_diff', 'def_diff']",0.954698895785753,0.553125
"{""n_estimators"": 200, ""max_depth"": 4, ""min_samples_leaf"": 8, ""max_features"": ""sqrt""}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.9547607340686526,0.58125
"{""n_estimators"": 200, ""max_depth"": 4, ""min_samples_leaf"": 8, ""max_features"": 0.5}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.9547607340686526,0.58125
"{""n_estimators"": 200, ""max_depth"": 4, ""min_samples_leaf"": 8, ""max_features"": 0.5}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff', 'fifa_rank_diff']",0.9547968808489085,0.575
"{""n_estimators"": 200, ""max_depth"": 4, ""min_samples_leaf"": 8, ""max_features"": ""sqrt""}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff', 'fifa_rank_diff']",0.9547968808489085,0.575
"{""n_estimators"": 200, ""max_depth"": 4, ""min_samples_leaf"": 2, ""max_features"": 0.5}","['att_diff', 'mid_diff', 'def_diff', 'elo_rating_diff']",0.9548085326461864,0.56875
"{""n_estimators"": 200, ""max_depth"": 4, ""min_samples_leaf"": 2, ""max_features"": ""sqrt""}","['att_diff', 'mid_diff', 'def_diff', 'elo_rating_diff']",0.9548085326461864,0.56875
"{""n_estimators"": 300, ""max_depth"": 4, ""min_samples_leaf"": 4, ""max_features"": 0.5}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff', 'fifa_rank_diff']",0.9548329066893609,0.575
"{""n_estimators"": 300, ""max_depth"": 4, ""min_samples_leaf"": 4, ""max_features"": ""sqrt""}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff', 'fifa_rank_diff']",0.9548329066893609,0.575
"{""n_estimators"": 200, ""max_depth"": 4, ""min_samples_leaf"": 4, ""max_features"": ""sqrt""}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff', 'fifa_rank_diff']",0.9548827691685281,0.578125
